Name,DIY,Buy_Price,Sell_Price,Color 1,Color 2,Style,Type,Balance
heavy-duty shirt,No,1000,250,Blue,Blue,Active,Top,-750
heavy-duty shirt,No,1000,250,Red,Red,Active,Top,-750
hello tee,No,640,160,Black,White,Simple,Top,-480
henley shirt,No,960,240,Green,Green,Simple,Top,-720
henley shirt,No,960,240,Yellow,Yellow,Simple,Top,-720
henley shirt,No,960,240,Light blue,Light blue,Simple,Top,-720
henley shirt,No,960,240,Purple,Purple,Simple,Top,-720
hi tee,No,640,160,Beige,Brown,Simple,Top,-480
hip-wrap shirt,No,1200,300,White,Yellow,Simple,Top,-900
hip-wrap shirt,No,1200,300,Gray,Blue,Simple,Top,-900
hip-wrap shirt,No,1200,300,Black,Red,Simple,Top,-900
hoi tee,No,640,160,Blue,Yellow,Simple,Top,-480
hola tee,No,560,140,Yellow,Orange,Simple,Top,-420
holiday sweater,No,1800,450,Green,Red,Cute,Top,-1350
holiday sweater,No,1800,450,Red,Beige,Cute,Top,-1350
holiday sweater,No,1800,450,Blue,White,Cute,Top,-1350
hula top,No,1200,300,Red,White,Active,Top,-900
hula top,No,1200,300,Orange,Pink,Active,Top,-900
hula top,No,1200,300,Beige,Red,Active,Top,-900
hula top,No,1200,300,Purple,White,Active,Top,-900
hula top,No,1200,300,Green,White,Active,Top,-900
humble sweater,No,1150,287,Purple,Black,Simple,Top,-863
humble sweater,No,1150,287,Beige,Black,Simple,Top,-863
humble sweater,No,1150,287,Green,Black,Simple,Top,-863
humble sweater,No,1150,287,Blue,Black,Simple,Top,-863
kanji tee,No,640,160,Green,Green,Active,Top,-480
kanji tee,No,640,160,Pink,Pink,Active,Top,-480
kanji tee,No,640,160,Blue,Blue,Active,Top,-480
kanji tee,No,640,160,White,Black,Active,Top,-480
kids' smock,No,1500,375,Light blue,Red,Cute,Top,-1125
kids' smock,No,1500,375,Light blue,Yellow,Cute,Top,-1125
kids' smock,No,1500,375,Light blue,Pink,Cute,Top,-1125
kids' smock,No,1500,375,Light blue,Green,Cute,Top,-1125
konnichiwa tee,No,640,160,Green,Green,Simple,Top,-480
kung-fu tee,No,1800,450,Blue,Blue,Active,Top,-1350
kung-fu tee,No,1800,450,White,Gray,Active,Top,-1350
kung-fu tee,No,1800,450,Light blue,White,Active,Top,-1350
kung-fu tee,No,1800,450,Yellow,White,Active,Top,-1350
kung-fu tee,No,1800,450,Green,White,Active,Top,-1350
kurta,No,1200,300,Green,Green,Simple,Top,-900
kurta,No,1200,300,Gray,Gray,Simple,Top,-900
kurta,No,1200,300,Light blue,Light blue,Simple,Top,-900
kurta,No,1200,300,Beige,Beige,Simple,Top,-900
Labelle coat,No,3900,975,Purple,Black,Gorgeous,Top,-2925
Labelle coat,No,3900,975,Black,Black,Gorgeous,Top,-2925
Labelle coat,No,3900,975,Red,Black,Gorgeous,Top,-2925
Labelle coat,No,3900,975,Blue,Black,Gorgeous,Top,-2925
Labelle coat,No,3900,975,Yellow,Black,Gorgeous,Top,-2925
Labelle coat,No,3900,975,Pink,Black,Gorgeous,Top,-2925
Labelle knit shirt,No,2270,567,Purple,Purple,Cool,Top,-1703
Labelle knit shirt,No,2270,567,Black,Black,Cool,Top,-1703
Labelle knit shirt,No,2270,567,Red,Red,Cool,Top,-1703
Labelle knit shirt,No,2270,567,Blue,Blue,Cool,Top,-1703
Labelle knit shirt,No,2270,567,Yellow,Yellow,Cool,Top,-1703
Labelle knit shirt,No,2270,567,Pink,Pink,Cool,Top,-1703
lacy shirt,No,850,212,Black,Black,Elegant,Top,-638
lacy shirt,No,850,212,Beige,Beige,Elegant,Top,-638
lacy tank,No,850,212,White,White,Cute,Top,-638
lacy tank,No,850,212,Pink,Pink,Cute,Top,-638
lacy tank,No,850,212,Yellow,Yellow,Cute,Top,-638
lacy tank,No,850,212,Green,Green,Cute,Top,-638
lacy tank,No,850,212,Purple,Purple,Cute,Top,-638
layered shirt,No,800,200,Blue,Black,Simple,Top,-600
layered shirt,No,800,200,White,Black,Simple,Top,-600
layered shirt,No,800,200,Green,White,Simple,Top,-600
layered shirt,No,800,200,Orange,White,Simple,Top,-600
layered tank,No,800,200,Yellow,Yellow,Cute,Top,-600
layered tank,No,800,200,Pink,Pink,Cute,Top,-600
layered tank,No,800,200,Orange,Orange,Cute,Top,-600
layered tank,No,800,200,Blue,Blue,Cute,Top,-600
layered tank,No,800,200,Green,Green,Cute,Top,-600
layered tank,No,800,200,Light blue,Light blue,Cute,Top,-600
layered tank,No,800,200,Red,Red,Cute,Top,-600
layered tank,No,800,200,Purple,Purple,Cute,Top,-600
leopard tee,No,800,200,Yellow,Black,Cool,Top,-600
leopard tee,No,800,200,Pink,Black,Cool,Top,-600
leopard tee,No,800,200,Green,Black,Cool,Top,-600
leopard tee,No,800,200,Gray,Black,Cool,Top,-600
letter jacket,No,1080,270,Blue,White,Active,Top,-810
letter jacket,No,1080,270,Red,White,Active,Top,-810
letter jacket,No,1080,270,Green,White,Active,Top,-810
letter jacket,No,1080,270,Beige,White,Active,Top,-810
madras plaid shirt,No,1120,280,Green,Orange,Active,Top,-840
madras plaid shirt,No,1120,280,Blue,Orange,Active,Top,-840
madras plaid shirt,No,1120,280,Red,Green,Active,Top,-840
madras plaid shirt,No,1120,280,Purple,Yellow,Active,Top,-840
madras plaid shirt,No,1120,280,Pink,Light blue,Active,Top,-840
madras plaid shirt,No,1120,280,Gray,Orange,Active,Top,-840
marble-dots tee,No,640,160,Black,Colorful,Active,Top,-480
marble-dots tee,No,640,160,White,Colorful,Active,Top,-480
meme shirt,No,960,240,Purple,Green,Cool,Top,-720
meme shirt,No,960,240,Blue,Green,Cool,Top,-720
meme shirt,No,960,240,Green,Black,Cool,Top,-720
meme shirt,No,960,240,Red,Pink,Cool,Top,-720
military uniform,No,3360,840,Red,Black,Elegant,Top,-2520
military uniform,No,3360,840,Blue,Black,Elegant,Top,-2520
military uniform,No,3360,840,Green,Black,Elegant,Top,-2520
military uniform,No,3360,840,White,Black,Elegant,Top,-2520
misty tee,No,640,160,Green,Yellow,Elegant,Top,-480
mod parka,No,1680,420,Green,Green,Simple,Top,-1260
mod parka,No,1680,420,Brown,Brown,Simple,Top,-1260
morning coat,No,2500,625,Black,Gray,Elegant,Top,-1875
mountain parka,No,1400,350,Red,Red,Active,Top,-1050
mountain parka,No,1400,350,Blue,Blue,Active,Top,-1050
mountain parka,No,1400,350,Green,Green,Active,Top,-1050
mountain parka,No,1400,350,Black,Black,Active,Top,-1050
multipurpose vest,No,1680,420,Beige,Gray,Simple,Top,-1260
multipurpose vest,No,1680,420,Gray,Light blue,Simple,Top,-1260
multipurpose vest,No,1680,420,Green,Beige,Simple,Top,-1260
muscle tank,No,640,160,Gray,Yellow,Active,Top,-480
muscle tank,No,640,160,Yellow,Black,Active,Top,-480
muscle tank,No,640,160,Purple,Yellow,Active,Top,-480
muscle tank,No,640,160,Pink,White,Active,Top,-480
muscle tank,No,640,160,Black,Orange,Active,Top,-480
muscle tank,No,640,160,Red,Black,Active,Top,-480
muscle tank,No,640,160,Green,Black,Active,Top,-480
muscle tank,No,640,160,Blue,White,Active,Top,-480
music-fest shirt,No,1200,300,Black,Yellow,Active,Top,-900
music-fest shirt,No,1200,300,Red,Blue,Active,Top,-900
music-fest shirt,No,1200,300,Purple,Pink,Active,Top,-900
music-fest shirt,No,1200,300,Light blue,Green,Active,Top,-900
MVP tee,No,640,160,White,Blue,Simple,Top,-480
ni hao tee,No,640,160,Pink,White,Simple,Top,-480
nine-ball tee,No,560,140,Orange,White,Active,Top,-420
No. 1 shirt,No,560,140,Red,Light blue,Simple,Top,-420
No. 2 shirt,No,560,140,Blue,Red,Simple,Top,-420
No. 3 shirt,No,560,140,Green,Orange,Simple,Top,-420
No. 4 shirt,No,560,140,Pink,Red,Simple,Top,-420
noble coat,No,4800,1200,Green,Yellow,Gorgeous,Top,-3600
noble coat,No,4800,1200,Pink,Yellow,Gorgeous,Top,-3600
noble coat,No,4800,1200,White,Yellow,Gorgeous,Top,-3600
noble coat,No,4800,1200,Blue,Yellow,Gorgeous,Top,-3600
noble coat,No,4800,1200,Black,Yellow,Gorgeous,Top,-3600
noble coat,No,4800,1200,Purple,Yellow,Gorgeous,Top,-3600
noble coat,No,4800,1200,Yellow,Yellow,Gorgeous,Top,-3600
noble coat,No,4800,1200,Red,Yellow,Gorgeous,Top,-3600
nurse's jacket,No,1500,375,Light blue,Light blue,Simple,Top,-1125
nurse's jacket,No,1500,375,White,White,Simple,Top,-1125
nurse's jacket,No,1500,375,Pink,Pink,Simple,Top,-1125
nylon jacket,No,1120,280,Black,Black,Cool,Top,-840
nylon jacket,No,1120,280,Green,Green,Cool,Top,-840
nylon jacket,No,1120,280,Blue,Blue,Cool,Top,-840
nylon jacket,No,1120,280,Red,Red,Cool,Top,-840
oilskin coat,No,1400,350,Yellow,Yellow,Active,Top,-1050
oilskin coat,No,1400,350,Red,Yellow,Active,Top,-1050
oilskin coat,No,1400,350,Gray,Gray,Active,Top,-1050
OK Motors jacket,No,1500,375,White,Blue,Simple,Top,-1125
old-school jacket,No,1800,450,Black,Red,Gorgeous,Top,-1350
old-school jacket,No,1800,450,Black,Green,Gorgeous,Top,-1350
old-school jacket,No,1800,450,Black,Purple,Gorgeous,Top,-1350
one-ball tee,No,560,140,Yellow,White,Active,Top,-420
open-collar shirt,No,960,240,Red,Red,Simple,Top,-720
open-collar shirt,No,960,240,Light blue,Light blue,Simple,Top,-720
open-collar shirt,No,960,240,Green,Green,Simple,Top,-720
open-collar shirt,No,960,240,Beige,Beige,Simple,Top,-720
oversized shawl overshirt,No,1120,280,Brown,Brown,Cool,Top,-840
oversized shawl overshirt,No,1120,280,Pink,Gray,Cool,Top,-840
oversized shawl overshirt,No,1120,280,Gray,Black,Cool,Top,-840
parka undercoat,No,2320,580,Blue,Gray,Cool,Top,-1740
parka undercoat,No,2320,580,Light blue,Gray,Cool,Top,-1740
parka undercoat,No,2320,580,Black,White,Cool,Top,-1740
parka undercoat,No,2320,580,Green,Black,Cool,Top,-1740
parka undercoat,No,2320,580,Gray,Black,Cool,Top,-1740
parka undercoat,No,2320,580,Yellow,Black,Cool,Top,-1740
patchwork coat,No,2380,595,Brown,Orange,Cute,Top,-1785
patchwork coat,No,2380,595,Green,Black,Cute,Top,-1785
patchwork coat,No,2380,595,Gray,Black,Cute,Top,-1785
peacoat,No,1960,490,Beige,Beige,Simple,Top,-1470
peacoat,No,1960,490,Gray,Gray,Simple,Top,-1470
peacoat,No,1960,490,Blue,Blue,Simple,Top,-1470
peacoat,No,1960,490,Red,Red,Simple,Top,-1470
peasant blouse,No,1680,420,White,Blue,Elegant,Top,-1260
peasant blouse,No,1680,420,Black,White,Elegant,Top,-1260
peasant blouse,No,1680,420,Beige,Green,Elegant,Top,-1260
peasant blouse,No,1680,420,Pink,Orange,Elegant,Top,-1260
peasant blouse,No,1680,420,Purple,Pink,Elegant,Top,-1260
pineapple aloha shirt,No,960,240,Blue,Light blue,Active,Top,-720
pineapple aloha shirt,No,960,240,Red,Yellow,Active,Top,-720
pineapple aloha shirt,No,960,240,Yellow,Light blue,Active,Top,-720
pineapple aloha shirt,No,960,240,Green,Yellow,Active,Top,-720
pineapple aloha shirt,No,960,240,Purple,Light blue,Active,Top,-720
pineapple aloha shirt,No,960,240,Pink,Orange,Active,Top,-720
pineapple aloha shirt,No,960,240,Orange,Yellow,Active,Top,-720
plaid puffed-sleeve shirt,No,1200,300,Light blue,Red,Cute,Top,-900
plaid puffed-sleeve shirt,No,1200,300,Orange,Light blue,Cute,Top,-900
plaid puffed-sleeve shirt,No,1200,300,Purple,Blue,Cute,Top,-900
plaid puffed-sleeve shirt,No,1200,300,Green,Brown,Cute,Top,-900
pleather trench coat,No,1680,420,Black,Black,Elegant,Top,-1260
pleather trench coat,No,1680,420,Purple,Black,Elegant,Top,-1260
pleather trench coat,No,1680,420,Brown,Black,Elegant,Top,-1260
plover cardigan,No,1440,360,Red,Beige,Cute,Top,-1080
plover cardigan,No,1440,360,Black,Beige,Cute,Top,-1080
plover cardigan,No,1440,360,Green,Beige,Cute,Top,-1080
plushie-muffler coat,No,1960,490,Light blue,Orange,Cute,Top,-1470
plushie-muffler coat,No,1960,490,Black,Pink,Cute,Top,-1470
plushie-muffler coat,No,1960,490,Brown,Gray,Cute,Top,-1470
pocket tee,No,560,140,White,White,Simple,Top,-420
pocket tee,No,560,140,Black,Black,Simple,Top,-420
pocket tee,No,560,140,Purple,Purple,Simple,Top,-420
pocket tee,No,560,140,Light blue,Light blue,Simple,Top,-420
pocket tee,No,560,140,Brown,Brown,Simple,Top,-420
pocket tee,No,560,140,Orange,Orange,Simple,Top,-420
pocket tee,No,560,140,Red,Red,Simple,Top,-420
pocket tee,No,560,140,Green,Green,Simple,Top,-420
polo shirt,No,720,180,Blue,Blue,Simple,Top,-540
polo shirt,No,720,180,Pink,Pink,Simple,Top,-540
polo shirt,No,720,180,Red,Red,Simple,Top,-540
polo shirt,No,720,180,Orange,Orange,Simple,Top,-540
polo shirt,No,720,180,Green,Green,Simple,Top,-540
polo shirt,No,720,180,Yellow,Yellow,Simple,Top,-540
polo shirt,No,720,180,White,White,Simple,Top,-540
polo shirt,No,720,180,Black,Black,Simple,Top,-540
pom-pom sweater,No,1440,360,Pink,White,Cute,Top,-1080
pom-pom sweater,No,1440,360,White,White,Cute,Top,-1080
pom-pom sweater,No,1440,360,Light blue,White,Cute,Top,-1080
poncho coat,No,2320,580,Red,White,Cute,Top,-1740
poncho coat,No,2320,580,Yellow,White,Cute,Top,-1740
poncho coat,No,2320,580,Pink,White,Cute,Top,-1740
poncho coat,No,2320,580,Blue,Black,Cute,Top,-1740
poncho-style sweater,No,1500,375,Purple,Red,Elegant,Top,-1125
poncho-style sweater,No,1500,375,Blue,Purple,Elegant,Top,-1125
poncho-style sweater,No,1500,375,Orange,Brown,Elegant,Top,-1125
poncho-style sweater,No,1500,375,Blue,Green,Elegant,Top,-1125
poncho-style sweater,No,1500,375,Gray,White,Elegant,Top,-1125
prince's tunic,No,4800,1200,Blue,Red,Elegant,Top,-3600
prince's tunic,No,4800,1200,Beige,Red,Elegant,Top,-3600
prince's tunic,No,4800,1200,Green,Red,Elegant,Top,-3600
prince's tunic,No,4800,1200,Red,Red,Elegant,Top,-3600
prince's tunic,No,4800,1200,Purple,Red,Elegant,Top,-3600
printed fleece sweater,No,1260,315,Green,Purple,Active,Top,-945
printed fleece sweater,No,1260,315,Blue,Purple,Active,Top,-945
printed fleece sweater,No,1260,315,Beige,Orange,Active,Top,-945
printed fleece sweater,No,1260,315,Purple,Pink,Active,Top,-945
printed fleece sweater,No,1260,315,Green,Orange,Active,Top,-945
printed layered shirt,No,560,140,Black,Red,Simple,Top,-420
printed layered shirt,No,560,140,Yellow,White,Simple,Top,-420
printed layered shirt,No,560,140,White,Black,Simple,Top,-420
printed-sleeve sweater,No,560,140,Orange,Black,Simple,Top,-420
printed-sleeve sweater,No,560,140,White,Black,Simple,Top,-420
printed-sleeve sweater,No,560,140,Black,White,Simple,Top,-420
privét tee,No,640,160,Green,White,Simple,Top,-480
puffy vest,No,1250,312,Blue,White,Simple,Top,-938
puffy vest,No,1250,312,Brown,White,Simple,Top,-938
puffy vest,No,1250,312,Purple,White,Simple,Top,-938
puffy vest,No,1250,312,Green,White,Simple,Top,-938
puffy vest,No,1250,312,Red,White,Simple,Top,-938
puffy-sleeve blouse,No,800,200,Light blue,Light blue,Simple,Top,-600
puffy-sleeve blouse,No,800,200,Yellow,Yellow,Simple,Top,-600
puffy-sleeve blouse,No,800,200,Pink,Pink,Simple,Top,-600
puffy-sleeve blouse,No,800,200,Green,Green,Simple,Top,-600
pullover jacket,No,1680,420,Red,Blue,Active,Top,-1260
pullover jacket,No,1680,420,Light blue,Pink,Active,Top,-1260
pullover jacket,No,1680,420,Blue,Orange,Active,Top,-1260
pullover jacket,No,1680,420,Purple,Light blue,Active,Top,-1260
pullover jacket,No,1680,420,Red,White,Active,Top,-1260
quilted down jacket,No,1400,350,Blue,Black,Simple,Top,-1050
quilted down jacket,No,1400,350,Gray,Black,Simple,Top,-1050
quilted down jacket,No,1400,350,Green,Black,Simple,Top,-1050
quilted down jacket,No,1400,350,Purple,Black,Simple,Top,-1050
quilted down jacket,No,1400,350,Yellow,Black,Simple,Top,-1050
quilted jacket,No,1400,350,Pink,Blue,Active,Top,-1050
quilted jacket,No,1400,350,Brown,Blue,Active,Top,-1050
quilted jacket,No,1400,350,Green,Blue,Active,Top,-1050
quilted jacket,No,1400,350,Blue,Blue,Active,Top,-1050
rabbit tee,No,800,200,Light blue,White,Active,Top,-600
raglan shirt,No,800,200,Red,White,Simple,Top,-600
raglan shirt,No,800,200,Green,White,Simple,Top,-600
raglan shirt,No,800,200,Blue,White,Simple,Top,-600
raglan shirt,No,800,200,Black,White,Simple,Top,-600
raglan shirt,No,800,200,White,Black,Simple,Top,-600
rainbow sweater,No,1200,300,Black,Colorful,Cute,Top,-900
rainbow sweater,No,1200,300,White,Colorful,Cute,Top,-900
rainbow sweater,No,1200,300,Red,Colorful,Cute,Top,-900
rainbow sweater,No,1200,300,Green,Colorful,Cute,Top,-900
rainbow sweater,No,1200,300,Light blue,Colorful,Cute,Top,-900
raincoat,No,1280,320,Yellow,Yellow,Simple,Top,-960
raincoat,No,1280,320,Green,Green,Simple,Top,-960
raincoat,No,1280,320,Blue,Blue,Simple,Top,-960
raincoat,No,1280,320,Purple,Purple,Simple,Top,-960
raincoat,No,1280,320,Pink,Pink,Simple,Top,-960
raincoat,No,1280,320,Red,Red,Simple,Top,-960
raincoat,No,1280,320,Beige,Beige,Simple,Top,-960
raincoat,No,1280,320,Black,Black,Simple,Top,-960
reindeer sweater,No,1680,420,Green,Beige,Simple,Top,-1260
reindeer sweater,No,1680,420,Brown,Beige,Simple,Top,-1260
reindeer sweater,No,1680,420,Red,Beige,Simple,Top,-1260
relay tank,No,960,240,Blue,Yellow,Active,Top,-720
relay tank,No,960,240,Light blue,Purple,Active,Top,-720
relay tank,No,960,240,Purple,Pink,Active,Top,-720
relay tank,No,960,240,Black,Gray,Active,Top,-720
relay tank,No,960,240,Orange,Light blue,Active,Top,-720
relay tank,No,960,240,Green,Green,Active,Top,-720
relay tank,No,960,240,Red,Gray,Active,Top,-720
relay tank,No,960,240,White,Purple,Active,Top,-720
retro coat,No,2380,595,Green,Black,Elegant,Top,-1785
retro coat,No,2380,595,Brown,Black,Elegant,Top,-1785
retro coat,No,2380,595,Red,Black,Elegant,Top,-1785
retro coat,No,2380,595,Blue,Black,Elegant,Top,-1785
retro sweater,No,1200,300,Purple,Colorful,Cute,Top,-900
retro sweater,No,1200,300,Yellow,Colorful,Cute,Top,-900
retro sweater,No,1200,300,White,Colorful,Cute,Top,-900
retro sweater,No,1200,300,Blue,Colorful,Cute,Top,-900
ribbon-straps tank,No,960,240,White,Black,Cute,Top,-720
ribbon-straps tank,No,960,240,White,Pink,Cute,Top,-720
ribbon-straps tank,No,960,240,White,Blue,Cute,Top,-720
royal shirt,No,6720,1680,Red,White,Gorgeous,Top,-5040
rubber apron,No,840,210,Black,White,Active,Top,-630
rubber apron,No,840,210,White,Light blue,Active,Top,-630
safety vest,No,1200,300,Black,Yellow,Active,Top,-900
safety vest,No,1200,300,Orange,Blue,Active,Top,-900
sailor-style shirt,No,1050,262,Blue,White,Simple,Top,-788
sailor-style shirt,No,1050,262,Light blue,White,Simple,Top,-788
sailor-style shirt,No,1050,262,White,Blue,Simple,Top,-788
sailor's tee,No,1050,262,White,Blue,Simple,Top,-788
sailor's tee,No,1050,262,White,Orange,Simple,Top,-788
sailor's tee,No,1050,262,White,Light blue,Simple,Top,-788
sailor's tee,No,1050,262,White,Green,Simple,Top,-788
sailor's tee,No,1050,262,White,Brown,Simple,Top,-788
sailor's tee,No,1050,262,White,Purple,Simple,Top,-788
sailor's tee,No,1050,262,White,Red,Simple,Top,-788
sailor's tee,No,1050,262,White,Pink,Simple,Top,-788
samurai shirt,No,6720,1680,Red,Black,Cool,Top,-5040
samurai shirt,No,6720,1680,Black,Gray,Cool,Top,-5040
samurai shirt,No,6720,1680,Blue,Orange,Cool,Top,-5040
samurai shirt,No,6720,1680,White,Black,Cool,Top,-5040
samurai shirt,No,6720,1680,Orange,Blue,Cool,Top,-5040
school jacket,No,1400,350,Black,Black,Simple,Top,-1050
school jacket,No,1400,350,Red,Red,Simple,Top,-1050
school jacket,No,1400,350,Green,Green,Simple,Top,-1050
school jacket,No,1400,350,White,White,Simple,Top,-1050
school jacket,No,1400,350,Purple,Purple,Simple,Top,-1050
school jacket,No,1400,350,Gray,Gray,Simple,Top,-1050
school jacket,No,1400,350,Blue,Blue,Simple,Top,-1050
sea hanten shirt,No,1450,362,Blue,Red,Active,Top,-1088
sea hanten shirt,No,1450,362,Light blue,White,Active,Top,-1088
seven-ball tee,No,560,140,Brown,White,Active,Top,-420
shirt with camera,No,1440,360,Light blue,Gray,Simple,Top,-1080
shirt with camera,No,1440,360,Black,Gray,Simple,Top,-1080
short peacoat,No,1680,420,Black,Black,Simple,Top,-1260
short peacoat,No,1680,420,Blue,Blue,Simple,Top,-1260
short peacoat,No,1680,420,Beige,Beige,Simple,Top,-1260
short peacoat,No,1680,420,Orange,Orange,Simple,Top,-1260
short peacoat,No,1680,420,Green,Green,Simple,Top,-1260
short peacoat,No,1680,420,Gray,Gray,Simple,Top,-1260
short peacoat,No,1680,420,Pink,Pink,Simple,Top,-1260
short-sleeve dress shirt,No,560,140,White,White,Simple,Top,-420
short-sleeve dress shirt,No,560,140,Red,Red,Simple,Top,-420
short-sleeve dress shirt,No,560,140,Green,Green,Simple,Top,-420
short-sleeve dress shirt,No,560,140,Yellow,Yellow,Simple,Top,-420
short-sleeve dress shirt,No,560,140,Blue,Blue,Simple,Top,-420
silk floral-print shirt,No,1200,300,Pink,Yellow,Cute,Top,-900
silk floral-print shirt,No,1200,300,Blue,Yellow,Cute,Top,-900
silk floral-print shirt,No,1200,300,Yellow,Yellow,Cute,Top,-900
silk floral-print shirt,No,1200,300,Gray,Yellow,Cute,Top,-900
silk floral-print shirt,No,1200,300,Purple,Yellow,Cute,Top,-900
silk floral-print shirt,No,1200,300,Green,Yellow,Cute,Top,-900
silk floral-print shirt,No,1200,300,Orange,Yellow,Cute,Top,-900
silk shirt,No,1500,375,Green,Yellow,Elegant,Top,-1125
silk shirt,No,1500,375,Red,Yellow,Elegant,Top,-1125
silk shirt,No,1500,375,Blue,Yellow,Elegant,Top,-1125
silk shirt,No,1500,375,Orange,Yellow,Elegant,Top,-1125
silk shirt,No,1500,375,Black,Yellow,Elegant,Top,-1125
simple knit sweater,No,960,240,White,White,Simple,Top,-720
simple knit sweater,No,960,240,Black,Black,Simple,Top,-720
simple knit sweater,No,960,240,Orange,Orange,Simple,Top,-720
simple parka,No,1060,265,Gray,Gray,Simple,Top,-795
simple parka,No,1060,265,Red,Red,Simple,Top,-795
simple parka,No,1060,265,Green,Green,Simple,Top,-795
simple parka,No,1060,265,Blue,Blue,Simple,Top,-795
simple parka,No,1060,265,Yellow,Yellow,Simple,Top,-795
simple parka,No,1060,265,Pink,Pink,Simple,Top,-795
simple parka,No,1060,265,Light blue,Light blue,Simple,Top,-795
simple parka,No,1060,265,Black,Black,Simple,Top,-795
simple-dots tee,No,640,160,Yellow,White,Active,Top,-480
simple-dots tee,No,640,160,Light blue,White,Active,Top,-480
simple-dots tee,No,640,160,Red,White,Active,Top,-480
simple-dots tee,No,640,160,Green,White,Active,Top,-480
simple-dots tee,No,640,160,Black,White,Active,Top,-480
six-ball tee,No,560,140,Green,White,Active,Top,-420
skiwear,No,1680,420,Blue,Green,Active,Top,-1260
skiwear,No,1680,420,Light blue,Orange,Active,Top,-1260
skiwear,No,1680,420,Purple,Pink,Active,Top,-1260
skiwear,No,1680,420,Green,Blue,Active,Top,-1260
skiwear,No,1680,420,Red,Light blue,Active,Top,-1260
skiwear,No,1680,420,Pink,Yellow,Active,Top,-1260
skull tee,No,960,240,Black,Beige,Cool,Top,-720
skull tee,No,960,240,Beige,Green,Cool,Top,-720
skull tee,No,960,240,Purple,Beige,Cool,Top,-720
sleeved apron,No,960,240,Pink,Red,Active,Top,-720
sleeved apron,No,960,240,Light blue,Brown,Active,Top,-720
sleeved apron,No,960,240,Orange,Green,Active,Top,-720
sleeved apron,No,960,240,Green,Blue,Active,Top,-720
sleeved apron,No,960,240,Purple,Black,Active,Top,-720
sleeveless dress shirt,No,960,240,White,White,Simple,Top,-720
sleeveless dress shirt,No,960,240,Pink,Pink,Simple,Top,-720
sleeveless dress shirt,No,960,240,Green,Green,Simple,Top,-720
sleeveless dress shirt,No,960,240,Orange,Orange,Simple,Top,-720
sleeveless dress shirt,No,960,240,Light blue,Light blue,Simple,Top,-720
sleeveless parka,No,1200,300,Green,Black,Active,Top,-900
sleeveless parka,No,1200,300,Black,Black,Active,Top,-900
sleeveless parka,No,1200,300,Pink,Black,Active,Top,-900
sleeveless parka,No,1200,300,Purple,Black,Active,Top,-900
sleeveless parka,No,1200,300,Orange,Black,Active,Top,-900
sleeveless tunic,No,960,240,Purple,Purple,Simple,Top,-720
sleeveless tunic,No,960,240,Blue,Blue,Simple,Top,-720
sleeveless tunic,No,960,240,Green,Green,Simple,Top,-720
sleeveless tunic,No,960,240,Beige,Beige,Simple,Top,-720
sleeveless tunic,No,960,240,White,White,Simple,Top,-720
sleeveless tunic,No,960,240,Yellow,Yellow,Simple,Top,-720
snowflake sweater,No,960,240,Blue,White,Simple,Top,-720
snowflake sweater,No,960,240,Light blue,White,Simple,Top,-720
snowy sweater,No,1450,362,Gray,White,Simple,Top,-1088
snowy sweater,No,1450,362,Blue,White,Simple,Top,-1088
snowy sweater,No,1450,362,Black,White,Simple,Top,-1088
soccer-uniform top,No,1330,332,Yellow,Green,Active,Top,-998
soccer-uniform top,No,1330,332,Black,Red,Active,Top,-998
soccer-uniform top,No,1330,332,Red,Blue,Active,Top,-998
soccer-uniform top,No,1330,332,Blue,Blue,Active,Top,-998
soccer-uniform top,No,1330,332,Light blue,White,Active,Top,-998
soccer-uniform top,No,1330,332,Green,White,Active,Top,-998
soccer-uniform top,No,1330,332,Orange,White,Active,Top,-998
soccer-uniform top,No,1330,332,White,Black,Active,Top,-998
space parka,No,1680,420,Blue,Purple,Cool,Top,-1260
space parka,No,1680,420,Purple,Green,Cool,Top,-1260
sparkly embroidered tank,No,960,240,White,Red,Cute,Top,-720
sparkly embroidered tank,No,960,240,White,Yellow,Cute,Top,-720
sparkly embroidered tank,No,960,240,White,Blue,Cute,Top,-720
spider-web tee,No,960,240,Black,Gray,Cool,Top,-720
sports tank,No,640,160,Red,White,Simple,Top,-480
sports tank,No,640,160,Blue,White,Simple,Top,-480
sports tank,No,640,160,Green,White,Simple,Top,-480
sports tank,No,640,160,Pink,White,Simple,Top,-480
sports tank,No,640,160,Yellow,White,Simple,Top,-480
sports tank,No,640,160,Orange,White,Simple,Top,-480
sports tank,No,640,160,Purple,White,Simple,Top,-480
sports tank,No,640,160,Black,White,Simple,Top,-480
staff uniform,No,800,200,Blue,White,Simple,Top,-600
staff uniform,No,800,200,Yellow,White,Simple,Top,-600
staff uniform,No,800,200,Pink,White,Simple,Top,-600
starry tank,No,800,200,White,Colorful,Active,Top,-600
striped shirt,No,960,240,Light blue,White,Simple,Top,-720
striped shirt,No,960,240,Red,White,Simple,Top,-720
striped shirt,No,960,240,Green,White,Simple,Top,-720
striped shirt,No,960,240,Yellow,White,Simple,Top,-720
striped shirt,No,960,240,Purple,White,Simple,Top,-720
striped shirt,No,960,240,Blue,White,Simple,Top,-720
striped tank,No,800,200,Green,White,Simple,Top,-600
striped tank,No,800,200,Orange,White,Simple,Top,-600
